week,origin_state,dest_state,count
2020-02-15,Washington,Oklahoma,7
2020-02-15,New Hampshire,Illinois,7
2020-02-15,Ohio,Massachusetts,22
2020-02-15,Ohio,Colorado,73
2020-02-15,Arkansas,Georgia,45
2020-02-15,Michigan,Michigan,38
2020-02-15,Michigan,New York,100
2020-02-15,Arizona,Indiana,33
2020-02-15,Nevada,Idaho,18
2020-02-15,Ohio,Missouri,30
2020-02-15,Ohio,California,59
2020-02-15,Ohio,Texas,82
2020-02-15,Pennsylvania,California,120
2020-02-15,Illinois,Georgia,178
2020-02-15,Nevada,South Dakota,8
2020-02-15,Kansas,Texas,21
2020-02-15,Ohio,Michigan,13
2020-02-15,Montana,Georgia,4
2020-02-15,Virginia,Illinois,13
2020-02-15,Tennessee,Nebraska,1
2020-02-15,Connecticut,Georgia,42
2020-02-15,District of Columbia,Pennsylvania,15
2020-02-15,Wisconsin,New York,12
2020-02-15,Alabama,Georgia,107
2020-02-15,Illinois,Maryland,59
2020-02-15,District of Columbia,Washington,39
2020-02-15,Pennsylvania,Rhode Island,14
2020-02-15,Arizona,Minnesota,97
2020-02-15,Hawaii,New York,7
2020-02-15,South Carolina,Connecticut,3
2020-02-15,Texas,Indiana,50
2020-02-15,Tennessee,Utah,13
2020-02-15,Illinois,Louisiana,56
2020-02-15,New Jersey,Florida,743
2020-02-15,Colorado,Idaho,26
2020-02-15,South Dakota,Florida,6
2020-02-15,Maryland,South Carolina,29
2020-02-15,Wisconsin,Tennessee,15
2020-02-15,Florida,Tennessee,266
2020-02-15,California,Alaska,7
2020-02-15,Missouri,Pennsylvania,38
2020-02-15,Texas,Hawaii,40
2020-02-15,Georgia,Rhode Island,19
2020-02-15,Maryland,Oklahoma,1
2020-02-15,Massachusetts,North Carolina,141
2020-02-15,Texas,Oregon,49
2020-02-15,Kansas,Georgia,18
2020-02-15,Florida,Michigan,422
2020-02-15,Texas,Pennsylvania,125
2020-02-15,Michigan,North Carolina,79
2020-02-15,Ohio,Minnesota,14
2020-02-15,Texas,California,1114
2020-02-15,Florida,Missouri,166
2020-02-15,Colorado,Iowa,36
2020-02-15,Maryland,Rhode Island,33
2020-02-15,Tennessee,Washington,20
2020-02-15,Ohio,Georgia,211
2020-02-15,Michigan,Pennsylvania,31
2020-02-15,Massachusetts,Illinois,128
2020-02-15,Missouri,Utah,33
2020-02-15,Florida,Mississippi,2
2020-02-15,Montana,California,3
2020-02-15,Michigan,South Carolina,7
2020-02-15,Illinois,Indiana,7
2020-02-15,Washington,Arizona,176
2020-02-15,Louisiana,District of Columbia,28
2020-02-15,Utah,Arizona,126
2020-02-15,Michigan,Montana,1
2020-02-15,Arkansas,Arizona,2
2020-02-15,Hawaii,California,553
2020-02-15,Colorado,Indiana,24
2020-02-15,Michigan,New Jersey,12
2020-02-15,Maryland,Pennsylvania,13
2020-02-15,Louisiana,Tennessee,34
2020-02-15,Texas,Illinois,397
2020-02-15,Nevada,Utah,80
2020-02-15,Nevada,Wisconsin,28
2020-02-15,Ohio,Nevada,53
2020-02-15,Tennessee,Nevada,36
2020-02-15,Ohio,Florida,413
2020-02-15,Arizona,Arkansas,2
2020-02-15,Georgia,Alabama,107
2020-02-15,South Carolina,Florida,27
2020-02-15,Washington,Georgia,45
2020-02-15,Illinois,Michigan,87
2020-02-15,Louisiana,Utah,6
2020-02-15,Georgia,Georgia,142
2020-02-15,Colorado,Illinois,167
2020-02-15,Ohio,Louisiana,8
2020-02-15,Connecticut,Florida,188
2020-02-15,Ohio,New Jersey,16
2020-02-15,Arkansas,Nevada,9
2020-02-15,Wyoming,New Jersey,7
2020-02-15,Nevada,Virginia,3
2020-02-15,Wisconsin,Colorado,41
2020-02-15,New Jersey,Arizona,54
2020-02-15,Illinois,Massachusetts,127
2020-02-15,District of Columbia,Tennessee,34
2020-02-15,Georgia,South Carolina,190
2020-02-15,Pennsylvania,Colorado,65
2020-02-15,Arkansas,Colorado,6
2020-02-15,South Dakota,Colorado,10
2020-02-15,Tennessee,Iowa,4
2020-02-15,Kansas,Colorado,11
2020-02-15,Ohio,North Carolina,14
2020-02-15,Nevada,Washington,167
2020-02-15,Florida,Minnesota,182
2020-02-15,Colorado,Kentucky,7
2020-02-15,Montana,Arizona,11
2020-02-15,Washington,Indiana,12
2020-02-15,Michigan,Rhode Island,7
2020-02-15,Arizona,Missouri,87
2020-02-15,Ohio,New York,10
2020-02-15,Georgia,District of Columbia,185
2020-02-15,Nebraska,Tennessee,1
2020-02-15,New Jersey,California,234
2020-02-15,West Virginia,Florida,12
2020-02-15,Pennsylvania,South Carolina,8
2020-02-15,Michigan,Nevada,74
2020-02-15,Illinois,Iowa,8
2020-02-15,Ohio,Illinois,118
2020-02-15,Washington,California,787
2020-02-15,Georgia,Pennsylvania,204
2020-02-15,Texas,Idaho,7
2020-02-15,Montana,Colorado,48
2020-02-15,Wisconsin,Ohio,11
2020-02-15,New Hampshire,Maryland,33
2020-02-15,New Jersey,District of Columbia,25
2020-02-15,Illinois,Hawaii,19
2020-02-15,Arizona,Iowa,32
2020-02-15,Wisconsin,North Carolina,7
2020-02-15,Ohio,Tennessee,29
2020-02-15,Connecticut,Colorado,8
2020-02-15,Maryland,Tennessee,47
2020-02-15,Michigan,Ohio,13
2020-02-15,Tennessee,California,86
2020-02-15,Colorado,Louisiana,56
2020-02-15,Michigan,Missouri,74
2020-02-15,Arkansas,Florida,4
2020-02-15,Arizona,California,769
2020-02-15,Kansas,Arizona,9
2020-02-15,Colorado,Wyoming,15
2020-02-15,Alaska,Colorado,7
2020-02-15,Massachusetts,New York,228
2020-02-15,Massachusetts,New Jersey,90
2020-02-15,Arizona,Wisconsin,45
2020-02-15,District of Columbia,Texas,204
2020-02-15,Georgia,Florida,1117
2020-02-15,Virginia,Georgia,142
2020-02-15,Tennessee,Maryland,46
2020-02-15,New Hampshire,Florida,38
2020-02-15,Pennsylvania,Arizona,69
2020-02-15,District of Columbia,Rhode Island,13
2020-02-15,Utah,Minnesota,33
2020-02-15,Arkansas,Texas,35
2020-02-15,Nevada,Texas,390
2020-02-15,Louisiana,Texas,267
2020-02-15,Washington,New Jersey,25
2020-02-15,Utah,Michigan,26
2020-02-15,Missouri,Wisconsin,25
2020-02-15,Tennessee,North Carolina,99
2020-02-15,Arkansas,Tennessee,2
2020-02-15,Ohio,Pennsylvania,12
2020-02-15,Arizona,District of Columbia,28
2020-02-15,Connecticut,District of Columbia,8
2020-02-15,Michigan,Tennessee,52
2020-02-15,Missouri,Tennessee,29
2020-02-15,Georgia,Oregon,19
2020-02-15,Washington,Ohio,9
2020-02-15,Illinois,Kentucky,14
2020-02-15,Hawaii,Oregon,49
2020-02-15,Kansas,Nevada,9
2020-02-15,Texas,Oklahoma,164
2020-02-15,Tennessee,Georgia,180
2020-02-15,Ohio,District of Columbia,17
2020-02-15,District of Columbia,Virginia,5
2020-02-15,Ohio,Maryland,52
2020-02-15,Maryland,Texas,139
2020-02-15,New Jersey,Colorado,69
2020-02-15,District of Columbia,Utah,12
2020-02-15,Arkansas,Missouri,13
2020-02-15,Florida,Texas,917
2020-02-15,Washington,Utah,92
2020-02-15,Vermont,Florida,3
2020-02-15,Louisiana,Pennsylvania,16
2020-02-15,Washington,New York,55
2020-02-15,Colorado,Kansas,11
2020-02-15,Ohio,South Carolina,6
2020-02-15,Michigan,Oregon,5
2020-02-15,Kansas,Missouri,13
2020-02-15,Alaska,Minnesota,5
2020-02-15,Oregon,North Carolina,6
2020-02-15,Florida,South Dakota,6
2020-02-15,Illinois,Vermont,7
2020-02-15,Nevada,Colorado,177
2020-02-15,Georgia,Missouri,143
2020-02-15,North Carolina,Connecticut,42
2020-02-15,Florida,Oregon,10
2020-02-15,Hawaii,Hawaii,1400
2020-02-15,District of Columbia,Louisiana,28
2020-02-15,Missouri,Iowa,13
2020-02-15,Maryland,Louisiana,27
2020-02-15,Minnesota,Oregon,19
2020-02-15,South Carolina,Tennessee,8
2020-02-15,New York,Arizona,54
2020-02-15,Georgia,Louisiana,104
2020-02-15,California,Utah,316
2020-02-15,Connecticut,Texas,7
2020-02-15,California,Missouri,117
2020-02-15,Virginia,Colorado,8
2020-02-15,Minnesota,Ohio,14
2020-02-15,North Carolina,District of Columbia,73
2020-02-15,Maryland,California,68
2020-02-15,Massachusetts,Maryland,84
2020-02-15,Tennessee,Florida,265
2020-02-15,Minnesota,North Dakota,20
2020-02-15,Illinois,Utah,64
2020-02-15,Virginia,Tennessee,3
2020-02-15,New Mexico,Washington,7
2020-02-15,Texas,Michigan,109
2020-02-15,Nevada,Alabama,7
2020-02-15,Washington,Massachusetts,37
2020-02-15,District of Columbia,Indiana,1
2020-02-15,Utah,Texas,136
2020-02-15,North Carolina,Colorado,61
2020-02-15,Massachusetts,Minnesota,50
2020-02-15,Georgia,Mississippi,37
2020-02-15,New York,Wisconsin,12
2020-02-15,South Carolina,North Carolina,28
2020-02-15,Minnesota,Tennessee,36
2020-02-15,Missouri,Illinois,147
2020-02-15,Texas,Minnesota,93
2020-02-15,New York,Wyoming,2
2020-02-15,California,Nebraska,13
2020-02-15,New York,Colorado,113
2020-02-15,North Carolina,Arizona,58
2020-02-15,Arizona,Georgia,87
2020-02-15,Minnesota,South Dakota,14
2020-02-15,Louisiana,Georgia,105
2020-02-15,Utah,Idaho,14
2020-02-15,Washington,Hawaii,117
2020-02-15,Texas,Nevada,385
2020-02-15,North Carolina,California,132
2020-02-15,Indiana,North Carolina,13
2020-02-15,Florida,North Carolina,671
2020-02-15,Washington,Nevada,167
2020-02-15,Pennsylvania,Maryland,13
2020-02-15,Minnesota,Pennsylvania,12
2020-02-15,Missouri,Indiana,6
2020-02-15,Rhode Island,District of Columbia,13
2020-02-15,Illinois,Virginia,13
2020-02-15,New York,California,458
2020-02-15,Rhode Island,Maryland,33
2020-02-15,California,Montana,3
2020-02-15,Arizona,Idaho,27
2020-02-15,North Carolina,Florida,670
2020-02-15,New Mexico,Utah,3
2020-02-15,Maryland,Maine,20
2020-02-15,New Mexico,Maryland,7
2020-02-15,North Carolina,Louisiana,47
2020-02-15,Minnesota,New Jersey,9
2020-02-15,Utah,District of Columbia,12
2020-02-15,Maryland,Massachusetts,85
2020-02-15,Wyoming,New York,2
2020-02-15,Missouri,Maryland,32
2020-02-15,California,Massachusetts,211
2020-02-15,Georgia,Kentucky,65
2020-02-15,Florida,Pennsylvania,572
2020-02-15,Colorado,Alabama,3
2020-02-15,Georgia,Nebraska,32
2020-02-15,Texas,Massachusetts,101
2020-02-15,Pennsylvania,Washington,21
2020-02-15,North Carolina,Maine,14
2020-02-15,Connecticut,South Carolina,3
2020-02-15,Minnesota,Nevada,51
2020-02-15,Pennsylvania,Illinois,148
2020-02-15,Maryland,Michigan,60
2020-02-15,New Mexico,Illinois,7
2020-02-15,Colorado,Pennsylvania,65
2020-02-15,North Carolina,Maryland,115
2020-02-15,Rhode Island,North Carolina,25
2020-02-15,Washington,Pennsylvania,21
2020-02-15,Arizona,Massachusetts,36
2020-02-15,Alabama,Nevada,7
2020-02-15,District of Columbia,Minnesota,35
2020-02-15,Indiana,Utah,6
2020-02-15,California,Maryland,69
2020-02-15,Florida,Indiana,192
2020-02-15,California,Texas,1107
2020-02-15,Washington,Nebraska,7
2020-02-15,Texas,New Jersey,149
2020-02-15,Missouri,Kansas,13
2020-02-15,Pennsylvania,Louisiana,16
2020-02-15,California,Washington,785
2020-02-15,California,Minnesota,143
2020-02-15,Wisconsin,Michigan,20
2020-02-15,Maryland,Arizona,21
2020-02-15,Minnesota,North Carolina,68
2020-02-15,Arizona,Louisiana,20
2020-02-15,District of Columbia,Massachusetts,180
2020-02-15,North Carolina,Georgia,254
2020-02-15,New Mexico,Texas,94
2020-02-15,New Mexico,New York,5
2020-02-15,Illinois,Texas,402
2020-02-15,North Carolina,Illinois,106
2020-02-15,Indiana,Texas,50
2020-02-15,Missouri,Louisiana,23
2020-02-15,Tennessee,Minnesota,36
2020-02-15,Minnesota,New York,67
2020-02-15,Florida,New York,1295
2020-02-15,Colorado,Oklahoma,29
2020-02-15,Utah,Illinois,64
2020-02-15,New Mexico,Nevada,29
2020-02-15,California,Michigan,103
2020-02-15,Georgia,Montana,4
2020-02-15,North Carolina,Indiana,13
2020-02-15,New Mexico,Missouri,5
2020-02-15,Rhode Island,Michigan,7
2020-02-15,Alaska,California,7
2020-02-15,District of Columbia,Michigan,43
2020-02-15,Illinois,Tennessee,52
2020-02-15,Illinois,Washington,102
2020-02-15,California,Nevada,1009
2020-02-15,New York,District of Columbia,47
2020-02-15,New York,New York,122
2020-02-15,Indiana,Louisiana,2
2020-02-15,Wisconsin,Illinois,14
2020-02-15,Maryland,Florida,364
2020-02-15,South Carolina,Ohio,6
2020-02-15,New York,Massachusetts,235
2020-02-15,Colorado,Oregon,69
2020-02-15,District of Columbia,Florida,392
2020-02-15,Missouri,Connecticut,7
2020-02-15,California,Pennsylvania,120
2020-02-15,Maryland,Illinois,66
2020-02-15,New York,North Carolina,268
2020-02-15,Georgia,Maryland,111
2020-02-15,Maryland,Connecticut,34
2020-02-15,Indiana,Maryland,19
2020-02-15,Massachusetts,Michigan,55
2020-02-15,Florida,Oklahoma,4
2020-02-15,Georgia,Michigan,128
2020-02-15,New York,Maryland,95
2020-02-15,Mississippi,Georgia,37
2020-02-15,South Carolina,Pennsylvania,8
2020-02-15,Louisiana,Illinois,56
2020-02-15,California,North Carolina,132
2020-02-15,Texas,Missouri,269
2020-02-15,Rhode Island,Georgia,19
2020-02-15,New York,Ohio,10
2020-02-15,District of Columbia,California,178
2020-02-15,Arizona,Hawaii,39
2020-02-15,New York,Oregon,18
2020-02-15,Alabama,Colorado,3
2020-02-15,Pennsylvania,Massachusetts,136
2020-02-15,Mississippi,Tennessee,2
2020-02-15,New York,Michigan,98
2020-02-15,Texas,Montana,7
2020-02-15,New York,Missouri,32
2020-02-15,Tennessee,Arizona,33
2020-02-15,Indiana,Georgia,76
2020-02-15,Alabama,Maryland,5
2020-02-15,Virginia,North Carolina,65
2020-02-15,Maryland,Georgia,111
2020-02-15,Florida,Iowa,26
2020-02-15,Missouri,California,117
2020-02-15,California,Oklahoma,2
2020-02-15,Missouri,Arkansas,13
2020-02-15,Georgia,Massachusetts,112
2020-02-15,New York,Minnesota,67
2020-02-15,Pennsylvania,Michigan,31
2020-02-15,Rhode Island,Illinois,8
2020-02-15,New York,Nevada,64
2020-02-15,California,Oregon,417
2020-02-15,Missouri,Arizona,86
2020-02-15,District of Columbia,Colorado,83
2020-02-15,Florida,Ohio,413
2020-02-15,District of Columbia,Connecticut,8
2020-02-15,New York,New Mexico,5
2020-02-15,Virginia,New Jersey,1
2020-02-15,Indiana,Illinois,6
2020-02-15,Utah,Georgia,52
2020-02-15,Missouri,Colorado,85
2020-02-15,California,Ohio,59
2020-02-15,Hawaii,District of Columbia,1
2020-02-15,Indiana,Florida,190
2020-02-15,Indiana,District of Columbia,1
2020-02-15,Wisconsin,Minnesota,28
2020-02-15,Mississippi,Florida,2
2020-02-15,New York,Pennsylvania,24
2020-02-15,California,Tennessee,86
2020-02-15,New York,Utah,49
2020-02-15,Washington,South Carolina,5
2020-02-15,Minnesota,Utah,33
2020-02-15,Indiana,Missouri,7
2020-02-15,Tennessee,Ohio,31
2020-02-15,Illinois,Wyoming,14
2020-02-15,District of Columbia,Hawaii,1
2020-02-15,Wyoming,Georgia,7
2020-02-15,California,New Jersey,234
2020-02-15,New York,Georgia,329
2020-02-15,Illinois,Wisconsin,14
2020-02-15,Tennessee,Michigan,53
2020-02-15,New York,Vermont,21
2020-02-15,District of Columbia,Arizona,28
2020-02-15,Maryland,Kentucky,13
2020-02-15,Washington,Tennessee,20
2020-02-15,Minnesota,Texas,93
2020-02-15,Rhode Island,Florida,95
2020-02-15,Maryland,Colorado,54
2020-02-15,Arizona,Maryland,21
2020-02-15,New York,Washington,55
2020-02-15,New York,Florida,1295
2020-02-15,Tennessee,Massachusetts,38
2020-02-15,Indiana,Nevada,30
2020-02-15,Washington,Maryland,7
2020-02-15,Texas,Virginia,25
2020-02-15,Missouri,Georgia,139
2020-02-15,District of Columbia,Illinois,177
2020-02-15,Nevada,California,1005
2020-02-15,Indiana,Colorado,24
2020-02-15,Georgia,Maine,5
2020-02-15,Wisconsin,Georgia,81
2020-02-15,New York,Louisiana,60
2020-02-15,Tennessee,Wisconsin,15
2020-02-15,New York,South Carolina,38
2020-02-15,Texas,Nebraska,36
2020-02-15,Indiana,California,26
2020-02-15,Minnesota,Wisconsin,28
2020-02-15,Missouri,District of Columbia,40
2020-02-15,Hawaii,Georgia,7
2020-02-15,Maryland,Indiana,19
2020-02-15,California,New York,458
2020-02-15,New York,Illinois,317
2020-02-15,Wisconsin,Maryland,7
2020-02-15,Nevada,Arkansas,9
2020-02-15,District of Columbia,Georgia,185
2020-02-15,Utah,Washington,92
2020-02-15,Virginia,Nevada,3
2020-02-15,New York,Tennessee,30
2020-02-15,New York,Hawaii,7
2020-02-15,Florida,North Dakota,6
2020-02-15,Indiana,Arizona,33
2020-02-15,Georgia,Minnesota,79
2020-02-15,Indiana,Minnesota,13
2020-02-15,Utah,Florida,43
2020-02-15,California,New Mexico,41
2020-02-15,Nevada,Arizona,194
2020-02-15,Minnesota,Washington,61
2020-02-15,Missouri,Florida,170
2020-02-15,New York,Texas,311
2020-02-15,Utah,Hawaii,11
2020-02-15,Tennessee,District of Columbia,34
2020-02-15,New Mexico,Georgia,12
2020-02-15,Illinois,South Carolina,9
2020-02-15,Connecticut,Pennsylvania,20
2020-02-15,Maryland,New Mexico,7
2020-02-15,Maine,Georgia,5
2020-02-15,Georgia,Illinois,179
2020-02-15,Illinois,New Jersey,81
2020-02-15,Virginia,Maryland,25
2020-02-15,Iowa,Missouri,13
2020-02-15,Florida,South Carolina,27
2020-02-15,New Jersey,Nevada,55
2020-02-15,California,District of Columbia,177
2020-02-15,Pennsylvania,Florida,564
2020-02-15,Washington,Oregon,43
2020-02-15,Florida,Illinois,723
2020-02-15,District of Columbia,North Carolina,79
2020-02-15,Washington,Alaska,187
2020-02-15,Louisiana,Florida,141
2020-02-15,North Carolina,Utah,20
2020-02-15,New Jersey,Montana,7
2020-02-15,Texas,North Carolina,246
2020-02-15,Maryland,New York,94
2020-02-15,Georgia,North Carolina,254
2020-02-15,North Carolina,Virginia,65
2020-02-15,New Jersey,Missouri,6
2020-02-15,Connecticut,Maryland,34
2020-02-15,Minnesota,Connecticut,6
2020-02-15,Hawaii,New Jersey,7
2020-02-15,Minnesota,Colorado,101
2020-02-15,New Jersey,Minnesota,9
2020-02-15,Texas,Kansas,21
2020-02-15,Missouri,North Carolina,64
2020-02-15,Minnesota,District of Columbia,34
2020-02-15,North Carolina,Washington,33
2020-02-15,North Carolina,Texas,245
2020-02-15,Colorado,District of Columbia,84
2020-02-15,Iowa,Illinois,8
2020-02-15,Illinois,New York,319
2020-02-15,South Carolina,New York,38
2020-02-15,California,Georgia,295
2020-02-15,Tennessee,Missouri,34
2020-02-15,Colorado,Connecticut,8
2020-02-15,Georgia,New York,329
2020-02-15,Maine,Maryland,20
2020-02-15,Colorado,Ohio,71
2020-02-15,North Carolina,South Carolina,28
2020-02-15,Missouri,New Jersey,6
2020-02-15,Minnesota,Florida,182
2020-02-15,South Carolina,Washington,5
2020-02-15,Utah,Maryland,14
2020-02-15,Hawaii,Nevada,22
2020-02-15,District of Columbia,New York,53
2020-02-15,Missouri,New Mexico,5
2020-02-15,North Carolina,Tennessee,99
2020-02-15,New Jersey,Ohio,22
2020-02-15,Rhode Island,Pennsylvania,14
2020-02-15,Illinois,New Mexico,7
2020-02-15,Missouri,New York,32
2020-02-15,California,Florida,291
2020-02-15,Florida,Nevada,84
2020-02-15,New Jersey,North Carolina,99
2020-02-15,Wisconsin,Nevada,28
2020-02-15,Wisconsin,District of Columbia,13
2020-02-15,Louisiana,Indiana,2
2020-02-15,Texas,Kentucky,19
2020-02-15,Pennsylvania,Texas,126
2020-02-15,Arizona,Michigan,68
2020-02-15,Colorado,Florida,263
2020-02-15,Iowa,Nevada,17
2020-02-15,Michigan,Wisconsin,20
2020-02-15,District of Columbia,Oklahoma,7
2020-02-15,Pennsylvania,Tennessee,57
2020-02-15,North Dakota,Florida,6
2020-02-15,Utah,Pennsylvania,13
2020-02-15,Maryland,Ohio,52
2020-02-15,Nebraska,Texas,36
2020-02-15,North Dakota,Georgia,1
2020-02-15,New Jersey,Illinois,81
2020-02-15,South Carolina,New Jersey,12
2020-02-15,North Dakota,Minnesota,20
2020-02-15,Illinois,Nebraska,37
2020-02-15,Pennsylvania,Connecticut,20
2020-02-15,North Dakota,Nevada,16
2020-02-15,Iowa,Texas,14
2020-02-15,Illinois,Montana,15
2020-02-15,New Jersey,Hawaii,7
2020-02-15,Georgia,Hawaii,7
2020-02-15,Missouri,Oregon,7
2020-02-15,Washington,Wisconsin,6
2020-02-15,California,Arizona,778
2020-02-15,Michigan,Washington,33
2020-02-15,Colorado,Hawaii,28
2020-02-15,District of Columbia,Oregon,7
2020-02-15,Louisiana,Washington,14
2020-02-15,Georgia,Oklahoma,58
2020-02-15,New Jersey,Georgia,120
2020-02-15,Ohio,Arizona,48
2020-02-15,Utah,California,318
2020-02-15,Iowa,Tennessee,4
2020-02-15,Missouri,Ohio,19
2020-02-15,Connecticut,Illinois,32
2020-02-15,California,California,3364
2020-02-15,Illinois,New Hampshire,7
2020-02-15,Utah,New York,49
2020-02-15,North Carolina,Wisconsin,7
2020-02-15,Minnesota,California,143
2020-02-15,Florida,Nebraska,13
2020-02-15,District of Columbia,Ohio,17
2020-02-15,New Jersey,Michigan,12
2020-02-15,Texas,Utah,143
2020-02-15,California,Colorado,600
2020-02-15,Washington,Michigan,33
2020-02-15,Maryland,North Carolina,111
2020-02-15,Maine,Florida,24
2020-02-15,New Jersey,Massachusetts,90
2020-02-15,South Carolina,Colorado,3
2020-02-15,North Dakota,Arizona,37
2020-02-15,New Jersey,Louisiana,42
2020-02-15,Illinois,Nevada,150
2020-02-15,Pennsylvania,District of Columbia,20
2020-02-15,Georgia,North Dakota,1
2020-02-15,Minnesota,Arizona,98
2020-02-15,Minnesota,Alaska,5
2020-02-15,Nevada,Georgia,92
2020-02-15,Texas,Ohio,83
2020-02-15,Georgia,Ohio,215
2020-02-15,Missouri,Oklahoma,26
2020-02-15,Massachusetts,Nevada,38
2020-02-15,South Dakota,Arizona,16
2020-02-15,Utah,Massachusetts,21
2020-02-15,Colorado,Georgia,111
2020-02-15,Texas,Iowa,14
2020-02-15,Michigan,Utah,26
2020-02-15,North Carolina,Rhode Island,25
2020-02-15,Nebraska,Washington,7
2020-02-15,Missouri,Minnesota,47
2020-02-15,North Carolina,Missouri,64
2020-02-15,Pennsylvania,Utah,13
2020-02-15,Virginia,Massachusetts,24
2020-02-15,Minnesota,Massachusetts,50
2020-02-15,Alaska,Oregon,14
2020-02-15,Connecticut,North Carolina,42
2020-02-15,Illinois,Oregon,39
2020-02-15,Utah,Indiana,6
2020-02-15,Wisconsin,Missouri,19
2020-02-15,New Mexico,Arizona,53
2020-02-15,Texas,Maryland,136
2020-02-15,Massachusetts,Missouri,19
2020-02-15,New Jersey,Wyoming,7
2020-02-15,North Carolina,Nebraska,7
2020-02-15,Texas,New Mexico,89
2020-02-15,North Carolina,Nevada,50
2020-02-15,Georgia,Iowa,26
2020-02-15,Virginia,Texas,25
2020-02-15,Florida,West Virginia,12
2020-02-15,Maine,North Carolina,14
2020-02-15,California,Indiana,26
2020-02-15,Missouri,Missouri,42
2020-02-15,Iowa,Arizona,32
2020-02-15,Minnesota,Maryland,32
2020-02-15,Hawaii,Colorado,28
2020-02-15,Utah,Tennessee,13
2020-02-15,Colorado,Arkansas,6
2020-02-15,South Carolina,Texas,34
2020-02-15,Colorado,Arizona,204
2020-02-15,District of Columbia,Nebraska,7
2020-02-15,Maryland,Minnesota,32
2020-02-15,Nevada,District of Columbia,20
2020-02-15,Minnesota,Montana,26
2020-02-15,Florida,Wisconsin,90
2020-02-15,Texas,Alabama,41
2020-02-15,North Carolina,Massachusetts,141
2020-02-15,Alaska,Washington,187
2020-02-15,Colorado,Alaska,7
2020-02-15,Missouri,Massachusetts,19
2020-02-15,Illinois,Rhode Island,8
2020-02-15,North Carolina,Michigan,80
2020-02-15,Minnesota,Missouri,41
2020-02-15,Georgia,Kansas,18
2020-02-15,Maryland,Alabama,5
2020-02-15,Alaska,Arizona,5
2020-02-15,California,Louisiana,82
2020-02-15,Massachusetts,Louisiana,21
2020-02-15,Florida,New Jersey,743
2020-02-15,New Mexico,Colorado,36
2020-02-15,Illinois,Pennsylvania,156
2020-02-15,Hawaii,Illinois,19
2020-02-15,Alabama,Illinois,11
2020-02-15,Georgia,Nevada,90
2020-02-15,Indiana,Washington,12
2020-02-15,North Carolina,Minnesota,68
2020-02-15,Missouri,Michigan,74
2020-02-15,Minnesota,Michigan,68
2020-02-15,New Mexico,California,36
2020-02-15,California,Kentucky,5
2020-02-15,District of Columbia,Missouri,43
2020-02-15,Wisconsin,Florida,91
2020-02-15,Texas,Arkansas,35
2020-02-15,Connecticut,Michigan,12
2020-02-15,Georgia,New Jersey,113
2020-02-15,New Jersey,Washington,25
2020-02-15,Washington,Louisiana,14
2020-02-15,Tennessee,Mississippi,2
2020-02-15,Georgia,New Mexico,12
2020-02-15,Arizona,Illinois,179
2020-02-15,Hawaii,Michigan,1
2020-02-15,North Carolina,Oklahoma,7
2020-02-15,Arizona,Florida,88
2020-02-15,Nevada,Florida,84
2020-02-15,Georgia,Indiana,75
2020-02-15,Minnesota,Idaho,6
2020-02-15,Tennessee,Pennsylvania,47
2020-02-15,Hawaii,Minnesota,5
2020-02-15,Minnesota,Hawaii,5
2020-02-15,Maryland,Nevada,35
2020-02-15,New Jersey,South Carolina,12
2020-02-15,Texas,New York,311
2020-02-15,Utah,Colorado,99
2020-02-15,California,Hawaii,553
2020-02-15,Missouri,Nevada,61
2020-02-15,North Carolina,Oregon,6
2020-02-15,District of Columbia,New Jersey,25
2020-02-15,Illinois,North Carolina,110
2020-02-15,Texas,Louisiana,273
2020-02-15,New Jersey,Oregon,19
2020-02-15,North Carolina,Pennsylvania,153
2020-02-15,Iowa,Georgia,26
2020-02-15,Maryland,New Hampshire,33
2020-02-15,Minnesota,Georgia,79
2020-02-15,Tennessee,Texas,226
2020-02-15,New Jersey,Tennessee,16
2020-02-15,North Carolina,New Jersey,106
2020-02-15,Minnesota,Illinois,145
2020-02-15,Washington,Texas,131
2020-02-15,Tennessee,Colorado,56
2020-02-15,Minnesota,Louisiana,18
2020-02-15,Wyoming,Utah,21
2020-02-15,Utah,Wyoming,21
2020-02-15,Utah,Louisiana,6
2020-02-15,New Jersey,Virginia,1
2020-02-15,Connecticut,Missouri,7
2020-02-15,Iowa,Colorado,36
2020-02-15,New Jersey,Utah,26
2020-02-15,California,Illinois,484
2020-02-15,Washington,Missouri,26
2020-02-15,North Carolina,New York,267
2020-02-15,Missouri,Nebraska,14
2020-02-15,Minnesota,Indiana,13
2020-02-15,Florida,Rhode Island,95
2020-02-15,Illinois,Oklahoma,2
2020-02-15,Florida,New Hampshire,38
2020-02-15,North Carolina,North Carolina,170
2020-02-15,New Jersey,Texas,150
2020-02-15,Pennsylvania,Georgia,209
2020-02-15,Utah,North Carolina,20
2020-02-15,Maryland,Missouri,26
2020-02-15,District of Columbia,Nevada,20
2020-02-15,Colorado,California,602
2020-02-15,North Carolina,Ohio,14
2020-02-15,Illinois,Ohio,117
2020-02-15,Iowa,Florida,26
2020-02-15,Connecticut,Minnesota,6
2020-02-15,Hawaii,Massachusetts,5
2020-02-15,California,Idaho,36
2020-02-15,Ohio,Utah,12
2020-02-15,Missouri,Texas,278
2020-02-15,Oklahoma,Nevada,21
